speaker,word,decade,n
lord archibald hamilton,liturgy,1820,42
lord archibald hamilton,royal,1820,38
lord balfour of burleigh,deal,1870,6
lord balfour of burleigh,bodies,1870,4
lord balfour of burleigh,commission,1870,3
lord balfour of burleigh,commissioners,1870,3
lord balfour of burleigh,business,1870,2
lord balfour of burleigh,council,1870,2
lord balfour of burleigh,duke,1870,2
lord balfour of burleigh,forward,1870,2
lord balfour of burleigh,hand,1870,2
lord balfour of burleigh,power,1870,2
lord balfour of burleigh,game,1880,16
lord balfour of burleigh,government,1880,16
lord balfour of burleigh,inquiry,1880,16
lord balfour of burleigh,commission,1880,15
lord balfour of burleigh,peerages,1880,12
lord balfour of burleigh,kill,1880,9
lord balfour of burleigh,roll,1880,9
lord balfour of burleigh,year,1880,9
lord balfour of burleigh,moved,1880,8
lord balfour of burleigh,hoped,1880,7
lord balfour of burleigh,law,1890,112
lord balfour of burleigh,time,1890,111
lord balfour of burleigh,government,1890,107
lord balfour of burleigh,parliament,1890,95
lord balfour of burleigh,scotland,1890,88
lord balfour of burleigh,trade,1890,80
lord balfour of burleigh,power,1890,74
lord balfour of burleigh,lords,1890,69
lord balfour of burleigh,circumstances,1890,67
lord balfour of burleigh,words,1890,64
lord balfour of burleigh,scotland,1900,439
lord balfour of burleigh,time,1900,413
lord balfour of burleigh,government,1900,412
lord balfour of burleigh,county,1900,254
lord balfour of burleigh,law,1900,225
lord balfour of burleigh,lords,1900,224
lord balfour of burleigh,power,1900,205
lord balfour of burleigh,public,1900,202
lord balfour of burleigh,country,1900,194
lord balfour of burleigh,education,1900,194
lord balfour of burleigh,government,1910,48
lord balfour of burleigh,time,1910,37
lord balfour of burleigh,parliament,1910,36
lord balfour of burleigh,lords,1910,33
lord balfour of burleigh,discussion,1910,27
lord balfour of burleigh,country,1910,26
lord balfour of burleigh,venture,1910,26
lord balfour of burleigh,scotland,1910,23
lord balfour of burleigh,words,1910,20
lord balfour of burleigh,want,1910,19
lord brougham,law,1830,1076
lord brougham,government,1830,995
lord brougham,country,1830,939
lord brougham,time,1830,832
lord brougham,parliament,1830,774
lord brougham,people,1830,700
lord brougham,men,1830,671
lord brougham,lords,1830,631
lord brougham,power,1830,538
lord brougham,duke,1830,506
lord brougham,law,1840,1544
lord brougham,country,1840,1366
lord brougham,parliament,1840,1055
lord brougham,government,1840,1010
lord brougham,time,1840,988
lord brougham,000,1840,890
lord brougham,people,1840,775
lord brougham,men,1840,641
lord brougham,trade,1840,601
lord brougham,duty,1840,590
lord brougham,law,1850,1344
lord brougham,court,1850,964
lord brougham,courts,1850,924
lord brougham,000,1850,579
lord brougham,country,1850,541
lord brougham,time,1850,500
lord brougham,government,1850,476
lord brougham,county,1850,471
lord brougham,judges,1850,405
lord brougham,important,1850,379
lord brougham,000,1860,133
lord brougham,government,1860,129
lord brougham,trade,1860,104
lord brougham,slave,1860,102
lord brougham,country,1860,98
lord brougham,law,1860,87
lord brougham,time,1860,69
lord brougham,courts,1860,55
lord brougham,war,1860,53
lord brougham,conduct,1860,52
lord brougham,judges,1870,4
lord brougham,passing,1870,4
lord brougham,time,1870,4
lord brougham,court,1870,3
lord brougham,retired,1870,3
lord brougham,000,1870,2
lord brougham,1,1870,2
lord brougham,acquired,1870,2
lord brougham,appellate,1870,2
lord brougham,apply,1870,2
lord brougham,select,1890,4
lord brougham,decision,1890,3
lord brougham,arrived,1890,2
lord brougham,commons,1890,2
lord brougham,referred,1890,2
lord brougham,altering,1890,1
lord brougham,careful,1890,1
lord brougham,chairman,1890,1
lord brougham,circumstances,1890,1
lord brougham,considered,1890,1
lord cairns,church,1860,443
lord cairns,government,1860,423
lord cairns,ireland,1860,299
lord cairns,country,1860,242
lord cairns,time,1860,235
lord cairns,parliament,1860,227
lord cairns,lords,1860,199
lord cairns,000,1860,186
lord cairns,property,1860,166
lord cairns,commons,1860,132
lord cairns,government,1870,565
lord cairns,court,1870,432
lord cairns,time,1870,316
lord cairns,law,1870,297
lord cairns,country,1870,293
lord cairns,parliament,1870,265
lord cairns,ireland,1870,240
lord cairns,tenant,1870,215
lord cairns,judges,1870,185
lord cairns,lords,1870,180
lord castlereagh,country,1800,227
lord castlereagh,gent,1800,188
lord castlereagh,army,1800,184
lord castlereagh,government,1800,163
lord castlereagh,men,1800,157
lord castlereagh,force,1800,138
lord castlereagh,000,1800,127
lord castlereagh,time,1800,117
lord castlereagh,military,1800,108
lord castlereagh,spain,1800,100
lord castlereagh,country,1810,1261
lord castlereagh,government,1810,762
lord castlereagh,parliament,1810,612
lord castlereagh,000,1810,607
lord castlereagh,time,1810,540
lord castlereagh,public,1810,413
lord castlereagh,ministers,1810,360
lord castlereagh,law,1810,343
lord castlereagh,power,1810,341
lord castlereagh,war,1810,337
lord castlereagh,country,1820,358
lord castlereagh,parliament,1820,265
lord castlereagh,ministers,1820,227
lord castlereagh,government,1820,220
lord castlereagh,queen,1820,182
lord castlereagh,public,1820,159
lord castlereagh,time,1820,155
lord castlereagh,crown,1820,131
lord castlereagh,duty,1820,126
lord castlereagh,conduct,1820,124
lord castlereagh,ireland,1830,80
lord castlereagh,country,1830,28
lord castlereagh,petition,1830,27
lord castlereagh,government,1830,26
lord castlereagh,reform,1830,25
lord castlereagh,catholic,1830,21
lord castlereagh,church,1830,19
lord castlereagh,county,1830,18
lord castlereagh,protestant,1830,18
lord castlereagh,meeting,1830,17
lord castlereagh,government,1840,5
lord castlereagh,country,1840,4
lord castlereagh,ireland,1840,4
lord castlereagh,hoped,1840,2
lord castlereagh,irish,1840,2
lord castlereagh,night,1840,2
lord castlereagh,railways,1840,2
lord castlereagh,similar,1840,2
lord castlereagh,account,1840,1
lord castlereagh,admission,1840,1
lord castlereagh,government,1900,17
lord castlereagh,ireland,1900,16
lord castlereagh,barracks,1900,6
lord castlereagh,castlereagh,1900,6
lord castlereagh,coal,1900,6
lord castlereagh,maidstone,1900,6
lord castlereagh,tax,1900,6
lord castlereagh,ulster,1900,6
lord castlereagh,words,1900,6
lord castlereagh,beg,1900,5
lord castlereagh,accept,1910,3
lord castlereagh,expect,1910,3
lord castlereagh,important,1910,3
lord castlereagh,adjournment,1910,2
lord castlereagh,days,1910,2
lord castlereagh,debate,1910,2
lord castlereagh,extraordinary,1910,2
lord castlereagh,financial,1910,2
lord castlereagh,gallant,1910,2
lord castlereagh,opportunity,1910,2
lord castletown,government,1880,61
lord castletown,company,1880,47
lord castletown,portuguese,1880,41
lord castletown,land,1880,36
lord castletown,railway,1880,29
lord castletown,line,1880,26
lord castletown,concession,1880,24
lord castletown,frontier,1880,24
lord castletown,rent,1880,19
lord castletown,tenant,1880,18
lord castletown,ireland,1890,144
lord castletown,land,1890,127
lord castletown,government,1890,46
lord castletown,irish,1890,42
lord castletown,time,1890,41
lord castletown,000,1890,40
lord castletown,taxation,1890,40
lord castletown,commission,1890,39
lord castletown,england,1890,39
lord castletown,purchase,1890,38
lord castletown,land,1900,126
lord castletown,ireland,1900,123
lord castletown,government,1900,74
lord castletown,country,1900,65
lord castletown,purchase,1900,55
lord castletown,men,1900,45
lord castletown,commissioners,1900,40
lord castletown,work,1900,40
lord castletown,people,1900,37
lord castletown,sold,1900,34
lord charles beresford,men,1870,82
lord charles beresford,ships,1870,45
lord charles beresford,ship,1870,35
lord charles beresford,system,1870,32
lord charles beresford,navy,1870,30
lord charles beresford,torpedo,1870,27
lord charles beresford,class,1870,25
lord charles beresford,naval,1870,25
lord charles beresford,seamen,1870,25
lord charles beresford,000,1870,24
lord charles beresford,ships,1880,246
lord charles beresford,admiralty,1880,199
lord charles beresford,000,1880,180
lord charles beresford,war,1880,168
lord charles beresford,navy,1880,157
lord charles beresford,country,1880,147
lord charles beresford,fleet,1880,141
lord charles beresford,vessels,1880,107
lord charles beresford,men,1880,106
lord charles beresford,time,1880,103
lord charles beresford,government,1890,116
lord charles beresford,admiralty,1890,89
lord charles beresford,country,1890,87
lord charles beresford,war,1890,85
lord charles beresford,men,1890,63
lord charles beresford,naval,1890,63
lord charles beresford,ships,1890,63
lord charles beresford,russia,1890,61
lord charles beresford,000,1890,60
lord charles beresford,trade,1890,58
lord charles beresford,admiralty,1900,79
lord charles beresford,fleet,1900,68
lord charles beresford,war,1900,49
lord charles beresford,woolwich,1900,47
lord charles beresford,navy,1900,44
lord charles beresford,charles,1900,43
lord charles beresford,beresford,1900,41
lord charles beresford,officers,1900,39
lord charles beresford,000,1900,36
lord charles beresford,naval,1900,36
lord charles beresford,men,1910,204
lord charles beresford,admiralty,1910,147
lord charles beresford,ships,1910,129
lord charles beresford,000,1910,113
lord charles beresford,war,1910,106
lord charles beresford,year,1910,95
lord charles beresford,officers,1910,87
lord charles beresford,fleet,1910,85
lord charles beresford,time,1910,81
lord charles beresford,ship,1910,76
lord clarence paget,ships,1850,179
lord clarence paget,000,1850,120
lord clarence paget,admiralty,1850,118
lord clarence paget,men,1850,115
lord clarence paget,navy,1850,104
lord clarence paget,line,1850,76
lord clarence paget,year,1850,70
lord clarence paget,system,1850,64
lord clarence paget,naval,1850,63
lord clarence paget,government,1850,60
lord clarence paget,ships,1860,1174
lord clarence paget,admiralty,1860,1067
lord clarence paget,officers,1860,742
lord clarence paget,navy,1860,693
lord clarence paget,men,1860,653
lord clarence paget,year,1860,544
lord clarence paget,government,1860,521
lord clarence paget,vessels,1860,476
lord clarence paget,ship,1860,449
lord clarence paget,iron,1860,424
lord cranborne,game,1820,4
lord cranborne,laws,1820,3
lord cranborne,consent,1820,2
lord cranborne,disposed,1820,2
lord cranborne,move,1820,2
lord cranborne,respecting,1820,2
lord cranborne,select,1820,2
lord cranborne,sessional,1820,2
lord cranborne,year,1820,2
lord cranborne,1,1820,1
lord cranborne,corporation,1880,1
lord cranborne,cranborne,1880,1
lord cranborne,darwen,1880,1
lord cranborne,disavowed,1880,1
lord cranborne,lancashire,1880,1
lord cranborne,promptly,1880,1
lord cranborne,representation,1880,1
lord cranborne,honourable,1890,4
lord cranborne,teachers,1890,3
lord cranborne,ability,1890,2
lord cranborne,consider,1890,2
lord cranborne,desire,1890,2
lord cranborne,hope,1890,2
lord cranborne,money,1890,2
lord cranborne,power,1890,2
lord cranborne,resolution,1890,2
lord cranborne,salaries,1890,2
lord cranborne,government,1900,487
lord cranborne,foreign,1900,219
lord cranborne,british,1900,186
lord cranborne,railway,1900,165
lord cranborne,country,1900,141
lord cranborne,office,1900,113
lord cranborne,china,1900,111
lord cranborne,cranborne,1900,109
lord cranborne,policy,1900,102
lord cranborne,affairs,1900,100
lord curzon of kedleston,government,1900,325
lord curzon of kedleston,india,1900,286
lord curzon of kedleston,country,1900,153
lord curzon of kedleston,viscount,1900,125
lord curzon of kedleston,british,1900,115
lord curzon of kedleston,russian,1900,107
lord curzon of kedleston,time,1900,98
lord curzon of kedleston,frontier,1900,93
lord curzon of kedleston,councils,1900,82
lord curzon of kedleston,future,1900,75
lord curzon of kedleston,government,1910,94
lord curzon of kedleston,country,1910,87
lord curzon of kedleston,lords,1910,84
lord curzon of kedleston,policy,1910,58
lord curzon of kedleston,hereditary,1910,46
lord curzon of kedleston,chamber,1910,44
lord curzon of kedleston,tribes,1910,43
lord curzon of kedleston,time,1910,40
lord curzon of kedleston,reform,1910,38
lord curzon of kedleston,commons,1910,37
lord g. bentinck,000,1830,2
lord g. bentinck,28th,1830,2
lord g. bentinck,december,1830,2
lord g. bentinck,government,1830,2
lord g. bentinck,meet,1830,2
lord g. bentinck,moved,1830,2
lord g. bentinck,rebellion,1830,2
lord g. bentinck,thursday,1830,2
lord g. bentinck,year,1830,2
lord g. bentinck,11,1830,1
lord g. bentinck,000,1840,1641
lord g. bentinck,country,1840,984
lord g. bentinck,government,1840,834
lord g. bentinck,sugar,1840,740
lord g. bentinck,ireland,1840,733
lord g. bentinck,year,1840,625
lord g. bentinck,duty,1840,617
lord g. bentinck,trade,1840,597
lord g. bentinck,people,1840,499
lord g. bentinck,british,1840,433
lord george hamilton,india,1800,3
lord george hamilton,superannuation,1800,3
lord george hamilton,east,1800,2
lord george hamilton,terms,1800,2
lord george hamilton,amend,1800,1
lord george hamilton,applied,1800,1
lord george hamilton,belonged,1800,1
lord george hamilton,charges,1800,1
lord george hamilton,circulated,1800,1
lord george hamilton,company,1800,1
lord george hamilton,church,1860,22
lord george hamilton,ireland,1860,16
lord george hamilton,government,1860,11
lord george hamilton,roman,1860,11
lord george hamilton,protestants,1860,7
lord george hamilton,religious,1860,7
lord george hamilton,support,1860,7
lord george hamilton,catholics,1860,6
lord george hamilton,duke,1860,6
lord george hamilton,lands,1860,6
lord george hamilton,india,1870,918
lord george hamilton,government,1870,905
lord george hamilton,000,1870,797
lord george hamilton,indian,1870,557
lord george hamilton,expenditure,1870,413
lord george hamilton,year,1870,364
lord george hamilton,works,1870,323
lord george hamilton,revenue,1870,317
lord george hamilton,public,1870,228
lord george hamilton,famine,1870,212
lord george hamilton,government,1880,815
lord george hamilton,admiralty,1880,648
lord george hamilton,000,1880,631
lord george hamilton,year,1880,580
lord george hamilton,george,1880,523
lord george hamilton,hamilton,1880,522
lord george hamilton,middlesex,1880,420
lord george hamilton,time,1880,406
lord george hamilton,ealing,1880,396
lord george hamilton,ships,1880,390
lord george hamilton,india,1890,803
lord george hamilton,government,1890,703
lord george hamilton,indian,1890,392
lord george hamilton,000,1890,303
lord george hamilton,year,1890,222
lord george hamilton,george,1890,221
lord george hamilton,hamilton,1890,217
lord george hamilton,middlesex,1890,211
lord george hamilton,expenditure,1890,208
lord george hamilton,ealing,1890,203
lord george hamilton,india,1900,266
lord george hamilton,government,1900,154
lord george hamilton,indian,1900,134
lord george hamilton,000,1900,108
lord george hamilton,expenditure,1900,86
lord george hamilton,military,1900,67
lord george hamilton,country,1900,65
lord george hamilton,men,1900,50
lord george hamilton,army,1900,47
lord george hamilton,year,1900,47
lord grenville,country,1800,193
lord grenville,ministers,1800,103
lord grenville,parliament,1800,81
lord grenville,government,1800,77
lord grenville,ireland,1800,72
lord grenville,america,1800,71
lord grenville,time,1800,71
lord grenville,system,1800,66
lord grenville,army,1800,63
lord grenville,people,1800,60
lord grenville,country,1810,451
lord grenville,government,1810,178
lord grenville,time,1810,155
lord grenville,ministers,1810,149
lord grenville,lords,1810,129
lord grenville,parliament,1810,127
lord grenville,situation,1810,107
lord grenville,europe,1810,105
lord grenville,france,1810,97
lord grenville,system,1810,97
lord grenville,system,1820,34
lord grenville,catholic,1820,31
lord grenville,country,1820,29
lord grenville,catholics,1820,26
lord grenville,evidence,1820,21
lord grenville,time,1820,21
lord grenville,justice,1820,20
lord grenville,peers,1820,20
lord grenville,mind,1820,19
lord grenville,exclusion,1820,18
lord grenville,court,1830,6
lord grenville,5,1830,5
lord grenville,character,1830,4
lord grenville,conduct,1830,4
lord grenville,judicial,1830,3
lord grenville,law,1830,3
lord grenville,proceedings,1830,3
lord grenville,station,1830,3
lord grenville,charge,1830,2
lord grenville,commissioners,1830,2
lord grimthorpe,bishop,1880,90
lord grimthorpe,church,1880,86
lord grimthorpe,law,1880,86
lord grimthorpe,bishops,1880,68
lord grimthorpe,people,1880,48
lord grimthorpe,public,1880,45
lord grimthorpe,time,1880,45
lord grimthorpe,companies,1880,40
lord grimthorpe,ecclesiastical,1880,40
lord grimthorpe,power,1880,38
lord grimthorpe,bishop,1890,96
lord grimthorpe,church,1890,54
lord grimthorpe,archbishop,1890,51
lord grimthorpe,law,1890,50
lord grimthorpe,court,1890,45
lord grimthorpe,clergyman,1890,43
lord grimthorpe,time,1890,40
lord grimthorpe,people,1890,39
lord grimthorpe,rev,1890,39
lord grimthorpe,prelate,1890,36
lord grimthorpe,country,1900,41
lord grimthorpe,england,1900,31
lord grimthorpe,teaching,1900,31
lord grimthorpe,children,1900,30
lord grimthorpe,schools,1900,27
lord grimthorpe,church,1900,26
lord grimthorpe,000,1900,24
lord grimthorpe,army,1900,23
lord grimthorpe,lords,1900,23
lord grimthorpe,religious,1900,23
lord henry lennox,alleged,1850,1
lord henry lennox,application,1850,1
lord henry lennox,baronet,1850,1
lord henry lennox,borough,1850,1
lord henry lennox,bousfield,1850,1
lord henry lennox,circumstances,1850,1
lord henry lennox,consider,1850,1
lord henry lennox,directed,1850,1
lord henry lennox,enable,1850,1
lord henry lennox,except,1850,1
lord henry lennox,admiralty,1860,179
lord henry lennox,government,1860,162
lord henry lennox,ships,1860,162
lord henry lennox,time,1860,131
lord henry lennox,year,1860,130
lord henry lennox,000,1860,105
lord henry lennox,vote,1860,102
lord henry lennox,country,1860,94
lord henry lennox,men,1860,92
lord henry lennox,public,1860,81
lord henry lennox,admiralty,1870,273
lord henry lennox,ship,1870,163
lord henry lennox,year,1870,147
lord henry lennox,time,1870,145
lord henry lennox,navy,1870,135
lord henry lennox,ships,1870,133
lord henry lennox,office,1870,115
lord henry lennox,spencer,1870,102
lord henry lennox,government,1870,100
lord henry lennox,tons,1870,97
lord henry lennox,admiralty,1880,152
lord henry lennox,navy,1880,122
lord henry lennox,ships,1880,90
lord henry lennox,tons,1880,69
lord henry lennox,guns,1880,63
lord henry lennox,year,1880,61
lord henry lennox,estimates,1880,60
lord henry lennox,government,1880,60
lord henry lennox,iron,1880,54
lord henry lennox,time,1880,52
lord henry petty,expedition,1800,53
lord henry petty,country,1800,52
lord henry petty,army,1800,48
lord henry petty,portugal,1800,47
lord henry petty,time,1800,32
lord henry petty,spain,1800,31
lord henry petty,wellesley,1800,31
lord henry petty,public,1800,29
lord henry petty,cavalry,1800,28
lord henry petty,ireland,1800,27
lord herschell,law,1880,233
lord herschell,time,1880,187
lord herschell,public,1880,144
lord herschell,government,1880,110
lord herschell,lords,1880,101
lord herschell,power,1880,88
lord herschell,land,1880,80
lord herschell,provision,1880,79
lord herschell,country,1880,76
lord herschell,ireland,1880,76
lord herschell,law,1890,456
lord herschell,time,1890,340
lord herschell,lords,1890,335
lord herschell,public,1890,237
lord herschell,court,1890,208
lord herschell,doubt,1890,188
lord herschell,land,1890,182
lord herschell,marquess,1890,161
lord herschell,government,1890,154
lord herschell,country,1890,145
lord herschell,school,1900,58
lord herschell,children,1900,35
lord herschell,power,1900,30
lord herschell,government,1900,29
lord herschell,expenditure,1900,26
lord herschell,scotland,1900,25
lord herschell,boards,1900,24
lord herschell,education,1900,21
lord herschell,law,1900,19
lord herschell,time,1900,19
lord herschell,government,1910,15
lord herschell,persian,1910,11
lord herschell,british,1910,7
lord herschell,loans,1910,6
lord herschell,russian,1910,5
lord herschell,conditions,1910,4
lord herschell,loan,1910,4
lord herschell,negotiations,1910,4
lord herschell,advance,1910,3
lord herschell,condition,1910,3
lord holland,orders,1800,16
lord holland,ministers,1800,12
lord holland,spain,1800,12
lord holland,country,1800,11
lord holland,government,1800,10
lord holland,necessity,1800,10
lord holland,time,1800,9
lord holland,former,1800,8
lord holland,objections,1800,8
lord holland,alteration,1800,7
lord holland,country,1810,304
lord holland,law,1810,244
lord holland,parliament,1810,206
lord holland,government,1810,176
lord holland,ministers,1810,172
lord holland,time,1810,158
lord holland,people,1810,146
lord holland,power,1810,118
lord holland,public,1810,100
lord holland,laws,1810,96
lord holland,country,1820,351
lord holland,government,1820,279
lord holland,law,1820,235
lord holland,time,1820,207
lord holland,parliament,1820,198
lord holland,power,1820,167
lord holland,people,1820,150
lord holland,england,1820,146
lord holland,church,1820,144
lord holland,spain,1820,142
lord holland,lords,1830,189
lord holland,government,1830,178
lord holland,country,1830,172
lord holland,duke,1830,158
lord holland,parliament,1830,152
lord holland,people,1830,123
lord holland,commons,1830,108
lord holland,speech,1830,97
lord holland,law,1830,90
lord holland,england,1830,85
lord holland,petitioners,1840,2
lord holland,prelate,1840,2
lord holland,rev,1840,2
lord holland,advice,1840,1
lord holland,ashamed,1840,1
lord holland,assisted,1840,1
lord holland,cause,1840,1
lord holland,colonial,1840,1
lord holland,commons,1840,1
lord holland,document,1840,1
lord j. russell,borough,1820,46
lord j. russell,country,1820,29
lord j. russell,corruption,1820,26
lord j. russell,parliament,1820,25
lord j. russell,grampound,1820,22
lord j. russell,bribery,1820,18
lord j. russell,government,1820,18
lord j. russell,people,1820,18
lord j. russell,return,1820,18
lord j. russell,time,1820,18
lord j. russell,government,1830,398
lord j. russell,country,1830,318
lord j. russell,time,1830,286
lord j. russell,parliament,1830,223
lord j. russell,law,1830,219
lord j. russell,assembly,1830,214
lord j. russell,canada,1830,172
lord j. russell,church,1830,157
lord j. russell,people,1830,148
lord j. russell,ireland,1830,140
lord j. russell,government,1840,2308
lord j. russell,country,1840,2197
lord j. russell,ireland,1840,1681
lord j. russell,time,1840,1681
lord j. russell,law,1840,1518
lord j. russell,000,1840,1140
lord j. russell,people,1840,1140
lord j. russell,year,1840,1077
lord j. russell,parliament,1840,977
lord j. russell,duty,1840,900
lord j. russell,country,1850,527
lord j. russell,government,1850,518
lord j. russell,time,1850,395
lord j. russell,000,1850,350
lord j. russell,parliament,1850,297
lord j. russell,ireland,1850,295
lord j. russell,people,1850,248
lord j. russell,public,1850,235
lord j. russell,year,1850,231
lord j. russell,law,1850,223
lord j. russell rose,ireland,1840,161
lord j. russell rose,people,1840,88
lord j. russell rose,law,1840,59
lord j. russell rose,government,1840,56
lord j. russell rose,catholics,1840,47
lord j. russell rose,roman,1840,46
lord j. russell rose,country,1840,43
lord j. russell rose,justice,1840,42
